material_id,formula_pretty,facet,termination,site_label,site_kind,dE_Hstar_eV,dG_Hstar_eV,E_slab_eV,E_slabH_eV,E_H2_eV,slab_id,config_id,input_rel,mace_output_rel,abs_dG_Hstar_eV
mp-1184054,CuNi3,(110),0,bridge_1,bridge,-0.6655302047729492,-0.4255302047729492,-360.6070861816406,-364.5318603515625,-6.518487930297852,mp-1184054_h110_t0,mp-1184054_h110_t0__bridge_1,ads_structures/mp-1184054_h110_t0/bridge_1.vasp,mace_runs/h_ads/mp-1184054_h110_t0__bridge_1,0.4255302047729492
mp-12798,Ni3Pt,(110),1,bridge_4,bridge,-0.6666288375855061,-0.42662883758550607,-400.9180603027344,-404.8439331054688,-6.518487930297852,mp-12798_h110_t1,mp-12798_h110_t1__bridge_4,ads_structures/mp-12798_h110_t1/bridge_4.vasp,mace_runs/h_ads/mp-12798_h110_t1__bridge_4,0.42662883758550607
mp-12608,CuPt7,(110),0,ontop_0,ontop,-0.6686124801635742,-0.4286124801635742,-990.6047973632812,-994.5326538085938,-6.518487930297852,mp-12608_h110_t0,mp-12608_h110_t0__ontop_0,ads_structures/mp-12608_h110_t0/ontop_0.vasp,mace_runs/h_ads/mp-12608_h110_t0__ontop_0,0.4286124801635742
mp-12608,CuPt7,(110),1,ontop_3,ontop,-0.6701383590698242,-0.4301383590698242,-987.6514282226562,-991.580810546875,-6.518487930297852,mp-12608_h110_t1,mp-12608_h110_t1__ontop_3,ads_structures/mp-12608_h110_t1/ontop_3.vasp,mace_runs/h_ads/mp-12608_h110_t1__ontop_3,0.4301383590698242
mp-12798,Ni3Pt,(100),0,bridge_0,bridge,-0.6705961227416992,-0.4305961227416992,-318.833740234375,-322.7635803222656,-6.518487930297852,mp-12798_h100_t0,mp-12798_h100_t0__bridge_0,ads_structures/mp-12798_h100_t0/bridge_0.vasp,mace_runs/h_ads/mp-12798_h100_t0__bridge_0,0.4305961227416992
mp-12608,CuPt7,(110),1,bridge_4,bridge,-0.6727628707885742,-0.4327628707885742,-987.6514282226562,-991.5834350585938,-6.518487930297852,mp-12608_h110_t1,mp-12608_h110_t1__bridge_4,ads_structures/mp-12608_h110_t1/bridge_4.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_4,0.4327628707885742
mp-1184054,CuNi3,(100),0,bridge_0,bridge,-0.6741056442260742,-0.4341056442260742,-650.7646484375,-654.697998046875,-6.518487930297852,mp-1184054_h100_t0,mp-1184054_h100_t0__bridge_0,ads_structures/mp-1184054_h100_t0/bridge_0.vasp,mace_runs/h_ads/mp-1184054_h100_t0__bridge_0,0.4341056442260742
mp-12608,CuPt7,(110),1,bridge_0,bridge,-0.6743497848510742,-0.4343497848510742,-987.6514282226562,-991.5850219726562,-6.518487930297852,mp-12608_h110_t1,mp-12608_h110_t1__bridge_0,ads_structures/mp-12608_h110_t1/bridge_0.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_0,0.4343497848510742
mp-1184054,CuNi3,(111),1,hollow_5,hollow,-0.6752042770384605,-0.43520427703846054,-935.781982421875,-939.7164306640624,-6.518487930297852,mp-1184054_h111_t1,mp-1184054_h111_t1__hollow_5,ads_structures/mp-1184054_h111_t1/hollow_5.vasp,mace_runs/h_ads/mp-1184054_h111_t1__hollow_5,0.43520427703846054
mp-12798,Ni3Pt,(110),0,bridge_2,bridge,-0.6876249313354492,-0.4476249313354492,-404.9260559082031,-408.8729248046875,-6.518487930297852,mp-12798_h110_t0,mp-12798_h110_t0__bridge_2,ads_structures/mp-12798_h110_t0/bridge_2.vasp,mace_runs/h_ads/mp-12798_h110_t0__bridge_2,0.4476249313354492
mp-12086,Cu3Pt,(100),1,ontop_0,ontop,0.20957660675048828,0.4495766067504883,-249.53955078125,-252.58921813964844,-6.518487930297852,mp-12086_h100_t1,mp-12086_h100_t1__ontop_0,ads_structures/mp-12086_h100_t1/ontop_0.vasp,mace_runs/h_ads/mp-12086_h100_t1__ontop_0,0.4495766067504883
mp-945,NiPt,(111),0,bridge_0,bridge,-0.6991300582885742,-0.4591300582885742,-343.8661804199219,-347.8245544433594,-6.518487930297852,mp-945_h111_t0,mp-945_h111_t0__bridge_0,ads_structures/mp-945_h111_t0/bridge_0.vasp,mace_runs/h_ads/mp-945_h111_t0__bridge_0,0.4591300582885742
mp-644311,CuPt,(100),0,bridge_2,bridge,-0.6991910934448242,-0.4591910934448242,-723.3525390625,-727.3109741210938,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__bridge_2,ads_structures/mp-644311_h100_t0/bridge_2.vasp,mace_runs/h_ads/mp-644311_h100_t0__bridge_2,0.4591910934448242
mp-1186117,NiPt3,(100),1,bridge_0,bridge,-0.7013578414916992,-0.4613578414916992,-322.5931091308594,-326.5537109375,-6.518487930297852,mp-1186117_h100_t1,mp-1186117_h100_t1__bridge_0,ads_structures/mp-1186117_h100_t1/bridge_0.vasp,mace_runs/h_ads/mp-1186117_h100_t1__bridge_0,0.4613578414916992
mp-1184054,CuNi3,(100),0,hollow_1,hollow,-0.7018156051635742,-0.4618156051635742,-650.7646484375,-654.7257080078125,-6.518487930297852,mp-1184054_h100_t0,mp-1184054_h100_t0__hollow_1,ads_structures/mp-1184054_h100_t0/hollow_1.vasp,mace_runs/h_ads/mp-1184054_h100_t0__hollow_1,0.4618156051635742
mp-1184054,CuNi3,(100),0,bridge_2,bridge,-0.7032194137573242,-0.4632194137573242,-650.7646484375,-654.7271118164062,-6.518487930297852,mp-1184054_h100_t0,mp-1184054_h100_t0__bridge_2,ads_structures/mp-1184054_h100_t0/bridge_2.vasp,mace_runs/h_ads/mp-1184054_h100_t0__bridge_2,0.4632194137573242
mp-644311,CuPt,(100),0,hollow_3,hollow,-0.7045621871948242,-0.4645621871948242,-723.3525390625,-727.3163452148438,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__hollow_3,ads_structures/mp-644311_h100_t0/hollow_3.vasp,mace_runs/h_ads/mp-644311_h100_t0__hollow_3,0.4645621871948242
mp-644311,CuPt,(111),0,bridge_8,bridge,-0.7054777145385742,-0.4654777145385742,-1055.9166259765625,-1059.88134765625,-6.518487930297852,mp-644311_h111_t0,mp-644311_h111_t0__bridge_8,ads_structures/mp-644311_h111_t0/bridge_8.vasp,mace_runs/h_ads/mp-644311_h111_t0__bridge_8,0.4654777145385742
mp-644311,CuPt,(100),0,hollow_1,hollow,-0.7057218551635742,-0.4657218551635742,-723.3525390625,-727.3175048828125,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__hollow_1,ads_structures/mp-644311_h100_t0/hollow_1.vasp,mace_runs/h_ads/mp-644311_h100_t0__hollow_1,0.4657218551635742
mp-644311,CuPt,(100),0,ontop_0,ontop,-0.7066984176635742,-0.4666984176635742,-723.3525390625,-727.3184814453125,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__ontop_0,ads_structures/mp-644311_h100_t0/ontop_0.vasp,mace_runs/h_ads/mp-644311_h100_t0__ontop_0,0.4666984176635742
mp-644311,CuPt,(111),0,hollow_0,hollow,-0.7073087692260742,-0.4673087692260742,-1055.9166259765625,-1059.8831787109375,-6.518487930297852,mp-644311_h111_t0,mp-644311_h111_t0__hollow_0,ads_structures/mp-644311_h111_t0/hollow_0.vasp,mace_runs/h_ads/mp-644311_h111_t0__hollow_0,0.4673087692260742
mp-1225687,CuNi,(110),0,ontop_0,ontop,0.25741291046136894,0.49741291046136893,-374.89495849609375,-377.8967895507813,-6.518487930297852,mp-1225687_h110_t0,mp-1225687_h110_t0__ontop_0,ads_structures/mp-1225687_h110_t0/ontop_0.vasp,mace_runs/h_ads/mp-1225687_h110_t0__ontop_0,0.49741291046136893
mp-12608,CuPt7,(110),0,bridge_4,bridge,-0.7513151168822105,-0.5113151168822105,-990.6047973632812,-994.6153564453124,-6.518487930297852,mp-12608_h110_t0,mp-12608_h110_t0__bridge_4,ads_structures/mp-12608_h110_t0/bridge_4.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_4,0.5113151168822105
mp-12798,Ni3Pt,(100),1,bridge_2,bridge,-0.7544584274291992,-0.5144584274291992,-312.3588562011719,-316.37255859375,-6.518487930297852,mp-12798_h100_t1,mp-12798_h100_t1__bridge_2,ads_structures/mp-12798_h100_t1/bridge_2.vasp,mace_runs/h_ads/mp-12798_h100_t1__bridge_2,0.5144584274291992
mp-12608,CuPt7,(110),1,bridge_2,bridge,-0.7577848434448242,-0.5177848434448242,-987.6514282226562,-991.66845703125,-6.518487930297852,mp-12608_h110_t1,mp-12608_h110_t1__bridge_2,ads_structures/mp-12608_h110_t1/bridge_2.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_2,0.5177848434448242
mp-12608,CuPt7,(110),1,bridge_1,bridge,-0.7618741989135742,-0.5218741989135742,-987.6514282226562,-991.6725463867188,-6.518487930297852,mp-12608_h110_t1,mp-12608_h110_t1__bridge_1,ads_structures/mp-12608_h110_t1/bridge_1.vasp,mace_runs/h_ads/mp-12608_h110_t1__bridge_1,0.5218741989135742
mp-945,NiPt,(100),0,bridge_1,bridge,-0.7694883346557617,-0.5294883346557617,-206.690185546875,-210.7189178466797,-6.518487930297852,mp-945_h100_t0,mp-945_h100_t0__bridge_1,ads_structures/mp-945_h100_t0/bridge_1.vasp,mace_runs/h_ads/mp-945_h100_t0__bridge_1,0.5294883346557617
mp-12086,Cu3Pt,(110),0,ontop_0,ontop,0.2933015823364258,0.5333015823364258,-327.6285400390625,-330.594482421875,-6.518487930297852,mp-12086_h110_t0,mp-12086_h110_t0__ontop_0,ads_structures/mp-12086_h110_t0/ontop_0.vasp,mace_runs/h_ads/mp-12086_h110_t0__ontop_0,0.5333015823364258
mp-12798,Ni3Pt,(100),1,bridge_0,bridge,-0.7733182907104492,-0.5333182907104492,-312.3588562011719,-316.39141845703125,-6.518487930297852,mp-12798_h100_t1,mp-12798_h100_t1__bridge_0,ads_structures/mp-12798_h100_t1/bridge_0.vasp,mace_runs/h_ads/mp-12798_h100_t1__bridge_0,0.5333182907104492
mp-1186117,NiPt3,(100),0,bridge_0,bridge,-0.7745695114135742,-0.5345695114135742,-325.1659240722656,-329.1997375488281,-6.518487930297852,mp-1186117_h100_t0,mp-1186117_h100_t0__bridge_0,ads_structures/mp-1186117_h100_t0/bridge_0.vasp,mace_runs/h_ads/mp-1186117_h100_t0__bridge_0,0.5345695114135742
mp-644311,CuPt,(111),1,hollow_0,hollow,-0.7803068161010742,-0.5403068161010742,-1049.5762939453125,-1053.6158447265625,-6.518487930297852,mp-644311_h111_t1,mp-644311_h111_t1__hollow_0,ads_structures/mp-644311_h111_t1/hollow_0.vasp,mace_runs/h_ads/mp-644311_h111_t1__hollow_0,0.5403068161010742
mp-644311,CuPt,(111),1,bridge_5,bridge,-0.7834806442260742,-0.5434806442260742,-1049.5762939453125,-1053.6190185546875,-6.518487930297852,mp-644311_h111_t1,mp-644311_h111_t1__bridge_5,ads_structures/mp-644311_h111_t1/bridge_5.vasp,mace_runs/h_ads/mp-644311_h111_t1__bridge_5,0.5434806442260742
mp-1186117,NiPt3,(110),0,bridge_0,bridge,-0.7999601364135742,-0.5599601364135742,-413.2362365722656,-417.2954406738281,-6.518487930297852,mp-1186117_h110_t0,mp-1186117_h110_t0__bridge_0,ads_structures/mp-1186117_h110_t0/bridge_0.vasp,mace_runs/h_ads/mp-1186117_h110_t0__bridge_0,0.5599601364135742
mp-1186117,NiPt3,(110),0,bridge_3,bridge,-0.8184537887573242,-0.5784537887573242,-413.2362365722656,-417.3139343261719,-6.518487930297852,mp-1186117_h110_t0,mp-1186117_h110_t0__bridge_3,ads_structures/mp-1186117_h110_t0/bridge_3.vasp,mace_runs/h_ads/mp-1186117_h110_t0__bridge_3,0.5784537887573242
mp-12608,CuPt7,(110),0,bridge_0,bridge,-0.8426847457885742,-0.6026847457885742,-990.6047973632812,-994.7067260742188,-6.518487930297852,mp-12608_h110_t0,mp-12608_h110_t0__bridge_0,ads_structures/mp-12608_h110_t0/bridge_0.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_0,0.6026847457885742
mp-644311,CuPt,(100),0,ontop_1,ontop,-0.8572111129760742,-0.6172111129760742,-723.3525390625,-727.468994140625,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__ontop_1,ads_structures/mp-644311_h100_t0/ontop_1.vasp,mace_runs/h_ads/mp-644311_h100_t0__ontop_1,0.6172111129760742
mp-12608,CuPt7,(110),1,ontop_0,ontop,0.3806428909301758,0.6206428909301758,-987.6514282226562,-990.530029296875,-6.518487930297852,mp-12608_h110_t1,mp-12608_h110_t1__ontop_0,ads_structures/mp-12608_h110_t1/ontop_0.vasp,mace_runs/h_ads/mp-12608_h110_t1__ontop_0,0.6206428909301758
mp-644311,CuPt,(100),0,bridge_6,bridge,-0.8631925582885742,-0.6231925582885742,-723.3525390625,-727.4749755859375,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__bridge_6,ads_structures/mp-644311_h100_t0/bridge_6.vasp,mace_runs/h_ads/mp-644311_h100_t0__bridge_6,0.6231925582885742
mp-644311,CuPt,(100),0,bridge_4,bridge,-0.8644132614135742,-0.6244132614135742,-723.3525390625,-727.4761962890625,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__bridge_4,ads_structures/mp-644311_h100_t0/bridge_4.vasp,mace_runs/h_ads/mp-644311_h100_t0__bridge_4,0.6244132614135742
mp-644311,CuPt,(100),0,hollow_5,hollow,-0.8649015426635742,-0.6249015426635742,-723.3525390625,-727.4766845703125,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__hollow_5,ads_structures/mp-644311_h100_t0/hollow_5.vasp,mace_runs/h_ads/mp-644311_h100_t0__hollow_5,0.6249015426635742
mp-644311,CuPt,(100),0,bridge_5,bridge,-0.8683805465698242,-0.6283805465698242,-723.3525390625,-727.4801635742188,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__bridge_5,ads_structures/mp-644311_h100_t0/bridge_5.vasp,mace_runs/h_ads/mp-644311_h100_t0__bridge_5,0.6283805465698242
mp-644311,CuPt,(100),0,hollow_4,hollow,-0.8690519332885742,-0.6290519332885742,-723.3525390625,-727.4808349609375,-6.518487930297852,mp-644311_h100_t0,mp-644311_h100_t0__hollow_4,ads_structures/mp-644311_h100_t0/hollow_4.vasp,mace_runs/h_ads/mp-644311_h100_t0__hollow_4,0.6290519332885742
mp-12608,CuPt7,(110),0,bridge_6,bridge,-0.9046964645385742,-0.6646964645385742,-990.6047973632812,-994.7687377929688,-6.518487930297852,mp-12608_h110_t0,mp-12608_h110_t0__bridge_6,ads_structures/mp-12608_h110_t0/bridge_6.vasp,mace_runs/h_ads/mp-12608_h110_t0__bridge_6,0.6646964645385742
mp-644311,CuPt,(110),0,ontop_0,ontop,0.47207355499261894,0.7120735549926189,-357.981689453125,-360.7688598632813,-6.518487930297852,mp-644311_h110_t0,mp-644311_h110_t0__ontop_0,ads_structures/mp-644311_h110_t0/ontop_0.vasp,mace_runs/h_ads/mp-644311_h110_t0__ontop_0,0.7120735549926189
mp-12086,Cu3Pt,(100),0,ontop_0,ontop,0.6102876663208008,0.8502876663208008,-258.4350280761719,-261.083984375,-6.518487930297852,mp-12086_h100_t0,mp-12086_h100_t0__ontop_0,ads_structures/mp-12086_h100_t0/ontop_0.vasp,mace_runs/h_ads/mp-12086_h100_t0__ontop_0,0.8502876663208008
